flex_mnozstvi_+,flex_obchod_+,flex_cena_+,flex_mnozstvi_-,flex_obchod_-,flex_cena_-
65305.313,559.53,0.01,-17858.977,-14675.496,7.0
53118.629,755.188,0.01,-25403.154,-15621.829,3.0
52136.221,0.0,0.0,-23005.393,-14411.386,1.0
32428.778,3909.498,0.01,-41838.648,-10350.848,0.01
17275.222,6033.177,0.57,-49889.845,-1861.947,0.01
8344.615,8179.54,23.0,-77010.502,-309.661,0.01
24961.14,5250.002,0.01,-44411.264,-2631.442,0.01
44362.549,2906.931,0.01,-33406.646,-9153.055,0.01
34858.167,1325.106,0.01,-37958.066,-11150.522,0.1
14847.111,2496.523,0.01,-57534.851,-188.496,0.01
34182.418,1129.648,0.01,-33793.787,-4440.379,0.01
24633.653,6573.143,0.1,-46455.956,-2185.508,0.01
24078.457,13507.263,0.5,-47471.018,-4.293,0.01
26825.379,6594.063,0.05,-42865.709,-1275.453,0.01
29910.812,16392.02,4.95,-57053.648,-9061.432,0.01
36441.457,9037.375,0.1,-39891.645,-7482.265,0.1
44349.752,2211.903,0.01,-25589.721,-7749.304,0.1
54201.566,2759.056,0.01,-21776.004,-11825.53,15.0
38006.646,4504.128,0.01,-36179.918,-10965.163,0.95
39371.006,5603.421,0.01,-40122.605,-13269.381,0.1
51366.733,2118.267,0.01,-25372.976,-14785.114,0.97
44230.862,2890.681,0.01,-22647.374,-4253.42,0.01
42373.433,901.358,0.01,-31240.522,-12249.978,0.1
40025.917,13534.423,2.0,-32795.094,-6057.936,0.01
30426.374,1319.753,0.01,-34492.654,-3492.258,0.01
22903.58,7860.474,0.1,-44492.298,-1634.675,0.01
27929.677,8720.126,0.1,-41793.123,-2649.983,0.01
17642.835,6882.696,0.1,-51299.608,-1906.577,0.01
26846.316,13481.834,0.97,-48213.09,-3501.759,0.01
36236.611,2727.301,0.01,-31371.383,-4587.711,0.01
35832.936,1420.036,0.01,-42381.86,-16733.959,0.97
60235.462,2606.642,0.01,-18265.377,-12699.093,14.0
52168.182,2113.029,0.01,-18156.9,-10437.205,0.1
49261.493,1661.33,0.01,-22742.763,-11716.403,0.2
46032.852,3873.002,0.01,-31040.232,-12776.221,0.1
51301.568,3695.204,0.01,-22939.165,-10552.059,0.1
33682.281,6817.358,0.01,-37792.837,-5993.544,0.01
9382.349,9339.936,20.0,-78463.119,-373.572,0.01
25161.601,10400.602,0.1,-49414.689,-4450.232,0.01
27558.889,4051.317,0.01,-41525.341,-7217.599,0.01
32158.994,3801.938,0.01,-41807.363,-6829.923,0.01
27975.326,17410.705,1.0,-52000.476,-1006.685,0.01
53429.227,3884.87,0.01,-18702.899,-9761.493,0.48
36654.339,4404.767,0.01,-38146.783,-12704.457,0.1
26426.987,6183.529,0.01,-42493.005,-4995.305,0.01
34050.033,9816.446,0.1,-35771.303,-2326.131,0.01
25821.886,6989.936,0.01,-43547.636,-4693.31,0.01
29757.657,3730.307,0.01,-38822.117,-7127.7,0.01
43852.891,1197.823,0.01,-28661.682,-13670.339,0.47
35450.44,12238.096,0.01,-47668.927,-12730.14,0.97
29554.083,5048.156,0.01,-38239.766,-4512.226,0.01
42132.723,510.011,0.01,-21654.75,-5148.52,0.01
45937.066,5867.069,0.01,-27489.279,-8618.789,0.1
50260.328,2452.868,0.01,-27125.462,-11762.634,0.1
30520.281,10700.401,0.47,-50211.851,-8520.057,0.01
37502.808,5225.263,0.01,-32684.299,-6993.406,0.01
31194.433,6176.502,0.01,-46613.509,-11131.898,0.1
26756.507,3963.859,0.01,-48219.245,-6963.415,0.01
31827.39,2978.22,0.01,-39857.965,-8245.645,0.01
25758.682,5830.158,0.01,-44716.303,-4149.0,0.01
13142.014,11893.323,10.0,-68196.629,-60.0,0.01
14240.567,14159.145,17.0,-69444.506,-607.939,0.01
21229.057,19324.244,5.0,-61553.671,-5431.119,0.01
35375.575,9822.335,0.1,-40052.949,-7687.866,0.1
39632.836,4647.862,0.01,-31032.889,-4733.418,0.01
52071.964,3710.785,0.01,-33643.973,-9776.172,5.0
39065.38,8952.242,0.01,-34961.798,-6128.366,0.01
19217.857,12030.557,1.94,-61159.022,-924.557,0.01
13944.158,3176.504,30.0,-80064.475,0.0,0.0
41568.512,1894.29,0.01,-27090.789,-8961.487,0.1
29233.498,8388.819,0.1,-47923.948,-4621.817,0.01
78803.477,1707.063,0.01,-44305.116,-2531.361,0.01
55734.787,397.451,0.01,-20761.909,-15789.863,1.0
52464.826,1109.675,0.01,-31447.394,-9891.565,0.01
40397.601,662.792,0.01,-27652.764,-9153.574,0.1
32154.088,2303.514,0.01,-35590.261,-3903.502,0.01
35923.468,1593.088,0.01,-36989.425,-6568.928,0.01
39059.034,1652.148,0.01,-32118.19,-6269.374,0.05
52220.233,704.313,0.01,-17894.733,-5740.551,25.0
50122.926,308.18,0.01,-14808.011,-4878.422,0.05
69594.986,0.001,0.01,-8398.14,-7969.374,16.0
52684.781,89.511,0.01,-16483.272,-9345.993,2.97
40022.904,512.983,0.01,-23898.062,-5146.681,0.01
25536.687,259.373,0.01,-39165.303,-2646.111,0.01
27269.043,2822.018,0.01,-42072.645,-6019.147,0.01
52282.762,1112.272,0.01,-22683.951,-13989.32,1.47
51394.956,2552.989,0.01,-27896.389,-17837.706,1.5
20423.14,7181.464,0.01,-49053.853,-3524.096,0.01
10401.99,4837.12,1.0,-56385.757,-441.765,0.01
8750.623,6124.1,15.0,-77841.982,-643.999,0.01
16665.808,16492.284,31.0,-67641.55,-997.669,0.01
40105.539,4520.976,0.01,-25399.419,-2887.209,0.01
42146.926,2260.467,0.01,-22979.666,-4649.057,0.01
44727.723,1912.557,0.01,-37424.746,-15847.67,1.45
28616.448,3158.394,0.01,-38973.425,-3999.93,0.01
24117.034,10522.222,0.1,-46122.701,-2113.351,0.01
21977.738,11518.689,0.47,-48079.739,-448.776,0.01
45431.606,2138.628,0.01,-20619.11,-6002.035,0.1
26054.807,2707.905,0.01,-35278.963,-414.74,0.01
24986.739,18259.645,2.45,-53828.279,-439.193,0.01
19380.979,7163.424,1.0,-53837.561,-757.54,0.01
37874.047,2390.564,0.01,-24903.347,-2622.409,0.01
27660.782,401.547,0.01,-34987.125,-4388.845,0.01
46157.057,760.928,0.01,-20190.327,-7699.761,0.01
58278.21,50.18,0.01,-16079.318,-14196.867,12.0
48801.779,359.592,0.01,-19236.52,-9183.343,0.01
25620.329,13199.378,0.5,-48388.492,-2968.382,0.01
28387.03,12270.552,0.37,-44658.291,-2831.984,0.01
37150.26,2909.272,0.01,-30516.61,-7007.025,0.1
20831.734,6815.81,0.27,-47178.649,-1531.059,0.01
36262.15,4382.611,0.01,-31990.243,-6118.147,0.01
36378.027,1320.638,0.01,-30797.845,-6180.606,0.01
30197.491,7833.511,0.1,-42071.348,-6583.304,0.01
64702.773,3.204,0.01,-10029.572,-9708.786,12.97
63251.799,1309.457,0.01,-8612.781,-8152.778,9.97
31293.901,2354.163,0.01,-46008.596,-1162.279,0.01
16157.684,4972.294,0.1,-47578.203,-980.426,0.01
14749.245,11382.409,4.45,-55828.428,0.0,0.0
22573.809,3782.024,0.01,-45599.802,-4404.509,0.01
26267.709,6782.776,0.01,-43887.183,-1218.262,0.01
49972.503,7197.892,0.01,-19806.755,-3469.615,0.01
71481.394,1191.528,0.01,-11440.631,-9926.114,20.0
44083.015,2652.471,0.01,-25014.847,-8164.477,3.0
56655.424,641.781,0.01,-23066.311,-11642.579,1.0
28068.394,24641.458,2.97,-63169.965,-7462.077,0.01
17159.326,15174.933,7.0,-65059.171,-1493.684,0.01
36905.865,874.669,0.01,-40114.967,-16187.468,0.1
44394.19,0.0,0.0,-24613.455,-7776.93,0.1
39724.32,325.984,0.01,-50449.581,-424.643,0.01
38055.058,708.296,0.01,-28431.312,-6033.116,0.01
37354.377,1679.933,0.01,-35298.153,-4185.955,0.01
24206.159,2326.451,0.01,-38485.493,-2118.383,0.01
22143.216,19744.217,10.0,-65149.762,-1559.974,0.01
32761.131,13884.094,1.97,-49361.05,-8362.547,0.01
34327.099,14317.175,0.95,-46874.02,-7282.163,0.01
38098.692,1130.438,0.01,-39051.124,-8004.42,0.01
51499.038,913.318,0.01,-25128.545,-14976.014,1.97
30491.597,1928.916,0.01,-35083.068,-5892.506,0.01
26180.505,2827.224,0.01,-39417.607,-1481.109,0.01
27128.143,12999.829,7.0,-47242.146,-888.648,0.01
34628.911,1890.763,0.01,-40680.143,-1925.761,0.01
36120.107,4348.598,0.01,-33244.163,-1791.841,0.01
50384.448,1958.851,0.01,-28344.303,-16281.729,0.97
46723.59,3433.023,0.01,-27361.781,-10184.249,0.1
62857.713,7624.943,0.01,-28498.85,-6064.121,0.01
40222.861,2288.264,0.01,-32348.942,-4139.055,0.01
50198.947,2938.493,0.01,-30643.948,-10547.256,0.97
56116.526,1940.506,0.01,-24168.452,-17451.44,2.97
52358.501,7313.214,0.01,-30218.963,-14851.415,0.1
54425.468,7882.88,0.01,-28935.377,-15154.043,3.0
49608.86,10638.631,0.01,-35703.117,-9737.414,0.5
41120.629,5873.276,0.01,-34886.671,-10444.331,0.5
34190.032,8270.196,0.01,-38033.218,-5025.232,0.01
46818.812,2709.37,0.01,-25951.852,-9061.4,0.1
54559.157,2384.023,0.01,-25327.946,-10040.74,0.1
42862.326,2352.103,0.01,-28981.136,-5910.517,0.01
40863.918,2244.905,0.01,-29848.767,-7127.544,0.01
65206.17,7965.322,0.01,-20817.489,-15015.261,10.0
44204.442,12033.592,0.01,-30928.774,-21843.708,0.97
23582.907,4788.798,0.01,-43615.566,-745.97,0.01
35431.573,7260.809,0.01,-35186.452,-27.335,0.01
41956.537,3641.756,0.01,-26902.373,-3021.777,0.01
43565.263,3309.135,0.01,-28100.788,-7418.648,0.01
45046.979,3164.964,0.01,-33757.798,-10498.52,0.1
45899.537,4805.614,0.01,-41454.614,-18822.12,0.27
32821.43,4688.18,0.01,-47613.244,-14539.6,0.1
31429.419,4830.876,0.01,-44151.071,-5684.789,0.01
61266.458,4434.692,0.01,-27255.395,-10180.231,0.1
46822.82,3681.372,0.01,-24601.42,-6565.126,0.1
44084.462,4223.666,0.05,-27701.255,-4014.356,0.01
53210.973,5036.556,0.01,-31474.566,-7047.802,0.1
54670.156,5731.454,0.01,-31430.437,-12109.367,0.97
52598.371,5232.491,0.01,-34745.331,-11042.302,0.1
41834.703,14444.633,0.1,-39341.379,-5594.252,0.01
55270.172,3026.169,0.01,-25982.524,-17156.161,1.97
49194.84,2944.613,0.01,-28603.639,-12622.217,1.0
58869.454,3616.508,0.01,-26117.575,-16962.825,10.0
42859.842,7352.555,0.01,-32724.738,-6254.578,0.01
43382.783,8169.174,0.01,-32028.985,-6342.315,0.01
32654.246,7903.706,0.01,-38618.866,-2250.102,0.01
22173.468,14707.156,0.97,-53689.059,-148.863,0.01
29673.817,6033.867,0.01,-40629.319,-239.96,0.01
31024.503,6701.613,0.01,-41461.699,-2415.788,0.01
39502.751,974.942,0.01,-30033.177,-7443.821,0.1
43177.291,1011.266,0.01,-27919.989,-9155.493,0.29
49610.034,1994.585,0.01,-29910.599,-13825.492,0.97
33713.994,2572.454,0.01,-40317.44,-10542.502,0.01
23778.215,6772.413,0.1,-50710.357,-3244.035,0.01
27619.137,5056.307,0.01,-45421.455,-7037.074,0.01
34115.305,5034.969,0.01,-44476.436,-10755.573,0.1
29008.061,5025.921,0.01,-41396.585,-1730.71,0.01
27836.276,5087.097,0.01,-38975.454,-129.54,0.01
31521.027,1988.706,0.01,-35069.322,-1002.579,0.01
32209.944,4499.213,0.01,-35961.629,-171.594,0.01
30763.222,4372.558,0.01,-43660.157,-3007.27,0.01
32795.959,3719.606,0.01,-37504.082,-2618.106,0.01
29799.692,6681.276,0.01,-40842.422,-2413.93,0.01
31952.561,7415.533,0.01,-40027.098,-1686.416,0.01
32545.381,12927.066,0.1,-41803.049,-488.932,0.01
37061.401,15778.245,4.95,-43010.297,0.0,0.0
32691.399,15126.433,2.0,-47057.837,-3659.147,0.01
28334.657,20870.418,1.37,-55807.956,-3903.995,0.01
29990.718,18182.842,1.0,-56325.604,-1175.045,0.01
31899.377,9002.19,0.1,-41058.977,-548.73,0.01
43997.585,6663.387,0.01,-31570.542,-7377.433,0.01
44489.834,6621.059,0.01,-32864.468,-10134.961,0.05
50821.447,7110.939,0.01,-28334.838,-11332.8,0.1
39135.302,7904.028,0.01,-39717.702,-10613.769,0.01
24813.86,13125.564,0.97,-52105.301,-4007.119,0.01
38302.281,9677.644,0.1,-39684.603,-7470.578,0.01
48193.684,9128.854,0.1,-33294.961,-1951.867,0.01
52116.21,8436.323,0.01,-31196.506,-13493.875,0.01
55368.788,8425.765,0.01,-29551.604,-16384.252,0.97
52146.303,8983.89,0.01,-29640.228,-12117.561,0.01
43727.863,10861.036,0.09,-44245.837,-13962.648,0.01
26630.753,17241.714,5.0,-57664.132,-2939.743,0.01
36811.209,14586.386,0.1,-42472.043,-772.386,0.01
33268.457,14873.666,0.1,-47641.922,-776.096,0.01
32899.576,16593.632,0.25,-49502.076,-4598.393,0.01
45228.967,13073.632,0.01,-38478.806,-8121.171,0.01
47019.077,11141.806,0.01,-31621.517,-5161.942,0.01
37934.979,27546.178,0.97,-53827.077,-3794.857,0.01
16054.551,10671.982,15.0,-79476.856,-1497.886,0.01
26662.168,16088.202,0.1,-74168.526,-12689.415,0.01
48382.703,13056.527,0.1,-59038.35,-31049.58,0.97
45187.01,14823.938,0.1,-52272.313,-16858.875,0.01
52635.472,14313.448,0.1,-51180.538,-26103.981,0.97
59917.108,15231.51,0.1,-49915.28,-27551.718,0.5
44176.795,17373.556,0.5,-51162.994,-15908.438,0.01
24093.977,16336.511,30.0,-61130.921,-89.126,0.01
42727.355,13404.616,0.1,-47767.56,-12940.118,0.01
26720.496,0.0,1.97,-53591.239,0.0,0.01
43408.713,15471.93,0.1,-40820.127,-3872.843,0.01
46080.609,15399.765,0.05,-40735.405,-3855.584,0.01
37625.247,19076.329,1.9,-50110.201,-5752.794,0.01
36971.493,19994.066,5.0,-50191.868,-2285.567,0.01
27350.814,18400.54,25.0,-66810.078,-65.423,0.01
30983.743,17972.931,1.0,-55822.73,-7545.995,0.01
39652.183,16461.376,0.1,-49869.018,-9724.362,0.01
47923.35,16882.365,0.1,-39741.508,-9566.285,0.01
57347.389,16530.469,0.01,-32608.851,-10158.994,0.01
76414.287,16719.789,0.01,-28639.407,-21948.605,5.0
56149.308,19121.277,0.97,-39243.927,-14991.245,0.01
37679.605,35953.888,5.0,-67955.192,-6185.788,0.01
50835.162,18564.639,0.97,-52315.197,-4476.916,0.01
50020.622,19596.199,0.1,-52900.513,-22106.264,0.01
66548.024,20081.678,0.5,-48574.163,-32315.657,1.97
63459.934,20935.012,0.1,-44484.634,-25401.643,0.01
51089.517,20875.247,0.97,-45616.875,-14580.382,0.01
34007.246,20250.106,100.0,-57826.311,-6996.508,0.01
21009.741,17586.154,200.0,-87391.591,-705.056,0.01
46242.407,34747.102,7.0,-58065.523,-7024.853,0.01
26300.702,22608.411,30.0,-71598.869,-4090.976,0.01
39310.553,32040.758,2.97,-59296.768,-2784.758,0.01
59718.969,23796.362,1.0,-40795.336,-3661.491,0.01
51076.75,26797.442,0.1,-50836.572,-9839.897,0.01
46563.144,21594.378,1.0,-56043.448,-11762.907,0.01
26545.452,22534.605,15.0,-79559.959,-6910.951,0.01
53783.83,17600.0,0.01,-38544.157,-12836.937,0.01
57421.552,12567.484,0.01,-32578.303,-12727.162,0.01
50422.64,11299.884,0.01,-44866.467,-9958.522,0.01
52900.214,14587.861,0.01,-34814.881,-11807.914,0.01
60891.022,15582.538,0.01,-30242.985,-12484.379,0.01
36863.446,16803.281,0.05,-50944.313,-12573.421,0.01
18606.822,18420.476,15.0,-80513.347,-2101.991,0.01
21255.718,15832.168,0.97,-58977.288,-3179.646,0.01
31512.991,13078.243,0.05,-50280.803,-709.061,0.01
45780.714,5254.002,0.01,-31250.85,-10104.218,0.01
57191.197,3661.534,0.01,-27285.72,-14852.985,15.0
53522.247,8826.091,0.01,-27731.371,-9451.262,0.01
43966.025,6879.061,0.01,-31154.778,-4328.578,0.01
43127.868,9721.599,0.1,-38688.835,-5311.458,0.01
50979.586,6271.877,0.01,-39921.451,-18929.281,0.97
48813.5,7200.159,0.01,-34426.221,-14190.023,0.1
50199.425,7521.846,0.01,-37148.033,-18563.835,0.1
57411.74,7850.422,0.01,-32816.203,-20647.88,0.5
51291.962,10060.495,0.01,-30125.225,-10063.13,0.01
26765.713,18244.43,2.97,-64443.603,-6916.349,0.01
12816.783,6385.807,90.0,-84385.315,-347.965,0.01
51330.197,10669.681,0.01,-33494.915,-152.839,0.01
72851.833,6250.929,0.01,-20668.026,-17332.13,10.0
69947.599,5042.213,0.01,-28689.818,-18459.488,50.0
62431.364,8590.42,0.01,-27159.339,-19978.77,0.97
62854.821,8438.029,0.01,-29340.648,-18670.744,0.9
44149.05,11863.682,0.01,-32276.9,-4868.264,0.01
27452.184,26590.524,15.0,-77839.954,-4340.608,0.01
24931.906,24512.311,30.0,-70084.294,-2480.402,0.01
37289.51,18882.567,1.0,-46209.75,-726.597,0.01
34596.139,9935.913,0.07,-47098.189,-9679.799,0.01
31865.903,9442.339,0.01,-42610.621,-444.667,0.01
50367.081,7918.672,0.01,-38656.06,-17676.049,0.01
20641.08,16089.217,1.0,-60506.249,-1754.543,0.01
29653.478,12656.025,0.01,-54603.15,-10650.93,0.01
53545.646,7053.07,0.01,-34007.469,-20049.629,0.1
52934.116,6421.797,0.01,-28208.428,-9604.273,0.01
57304.153,9132.779,0.01,-25868.602,-11897.774,0.1
38550.741,7909.191,0.01,-37270.819,-7470.951,0.01
36323.129,7935.908,0.01,-43360.315,-10876.219,0.01
36696.427,12310.675,0.97,-43840.446,-8082.461,0.01
21257.086,19545.179,9.0,-72109.08,-1008.969,0.01
29626.672,14347.157,0.7,-49392.297,-33.618,0.01
56026.562,6683.091,0.01,-21729.082,-9754.99,0.01
72831.155,6287.286,0.01,-19175.624,-7280.94,0.01
65778.103,6253.949,0.01,-26069.609,-20067.265,20.0
51046.799,14907.749,0.01,-32513.314,-8246.229,0.01
42031.54,22508.924,5.0,-42123.575,-9065.629,0.01
30630.917,17002.988,0.97,-51417.78,-4224.093,0.01
42791.77,9687.389,0.01,-35101.93,-7393.954,0.01
58322.546,5606.341,0.01,-23867.785,-12316.078,0.1
47958.541,6239.078,0.01,-26077.091,-7366.359,0.01
42761.784,7607.368,0.01,-39264.788,-14007.118,0.01
36676.942,6940.345,0.01,-36440.344,-2426.926,0.01
53240.413,5465.277,0.01,-28321.369,-15442.94,0.1
47697.091,6739.33,0.01,-38979.851,-19424.872,0.1
49776.868,7411.65,0.01,-43803.332,-22348.569,0.1
22819.451,4981.802,0.1,-55053.084,-6973.48,0.01
18590.141,13048.879,3.0,-59531.264,-2313.227,0.01
59554.436,4647.132,0.01,-25057.237,-19405.232,1.0
72124.311,2987.345,0.01,-23991.64,-19767.637,15.0
41338.075,11258.235,0.01,-42129.634,-7466.994,0.01
16046.928,10521.142,20.0,-88061.914,-418.991,0.01
14630.052,6726.193,0.1,-56423.273,-895.771,0.01
39207.054,3245.913,0.01,-30508.063,-6229.613,0.01
60940.843,1613.986,0.01,-20658.556,-16589.083,1.97
46869.898,6489.743,0.01,-26158.707,-10743.301,0.1
52557.184,624.538,0.01,-23664.149,-8406.354,0.1
36270.137,535.532,0.01,-34691.527,-4750.893,0.01
16610.373,13335.932,5.0,-57129.237,-1443.469,0.01
18485.678,10582.825,0.1,-56331.522,-2476.087,0.01
41396.36,10792.243,0.01,-33557.928,-3649.96,0.01
50519.665,9558.853,0.01,-35298.888,-13628.487,0.97
51525.557,1429.48,0.01,-36467.021,-16919.229,0.97
13079.424,10620.858,20.0,-67688.119,-1452.259,0.01
21094.086,20767.526,5.0,-59841.108,-1995.016,0.01
21910.663,3384.916,0.01,-58559.853,-2349.644,0.01
14332.581,3472.369,0.01,-69032.067,-2438.543,0.01
18907.982,16336.804,24.9,-78689.214,-672.522,0.01
26155.188,12304.779,0.97,-59092.994,-14.362,0.01
47688.659,7170.882,0.01,-37436.011,-2149.127,0.01
34373.131,11839.756,0.1,-38797.661,-2219.633,0.01
43444.25,7194.007,0.01,-28072.598,-4611.514,0.01
57169.558,1696.471,0.01,-17998.101,-12421.592,0.01
63851.569,582.158,0.01,-17943.313,-17406.411,25.0
47627.107,17035.376,0.1,-33929.792,-2110.631,0.01
40288.696,20088.747,0.5,-46714.569,-7050.727,0.01
56989.232,9763.687,0.01,-31567.863,-29775.673,5.0
48574.77,9645.231,0.1,-29766.986,-4046.362,0.01
32962.896,17409.937,1.0,-48077.326,-4246.221,0.01
52273.446,6810.508,0.01,-29946.698,-14623.007,0.01
82766.521,3463.047,0.01,-17691.385,-14045.787,30.0
39158.725,910.497,0.01,-30531.753,-3163.538,0.01
41560.653,4863.506,0.01,-41084.974,-15355.053,0.01
65417.382,6590.807,0.01,-29162.176,-21476.816,1.0
57242.606,6034.745,0.01,-29979.252,-21400.076,0.97
51443.458,7443.948,0.01,-40265.73,-24045.787,0.97
36498.658,6054.169,0.01,-41597.789,-13204.326,0.1
37290.809,4203.852,0.01,-39955.726,-9141.159,0.01
65643.261,3494.073,0.01,-14810.477,-13871.245,10.0
56003.733,2503.583,0.01,-17114.68,-10019.651,0.1
70448.243,2914.231,0.01,-12255.803,-12055.744,12.0
55829.374,3505.307,0.01,-19498.189,-9076.693,0.1
23856.803,2164.9,0.01,-45422.426,-5247.913,0.01
18960.25,4924.364,0.1,-54137.927,-6307.851,0.01
26932.74,6860.25,0.5,-54411.072,-13065.035,0.01
42168.965,2197.913,0.01,-39559.99,-17722.563,0.1
47851.835,1623.923,0.01,-32636.103,-17220.712,0.5
36411.895,2114.57,0.01,-41015.375,-13467.898,0.01
52788.15,2391.049,0.01,-26101.562,-15190.742,0.01
44623.53,3127.14,0.01,-42564.446,-23470.415,0.5
63713.967,2684.445,0.01,-37874.843,-32962.862,6.97
63256.54,2896.902,0.01,-21613.511,-10925.555,0.1
54606.028,1060.783,0.01,-19404.262,-9548.09,0.97
57471.114,1151.606,0.01,-22880.658,-17158.62,1.0
65506.499,351.892,0.01,-16133.952,-14836.461,20.0
23940.282,5387.708,0.01,-47303.968,-5822.31,0.01
9160.392,9073.775,25.0,-77935.913,-987.451,0.01
16518.31,15349.107,30.0,-71195.999,-91.155,0.01
16380.714,16317.967,10.0,-80476.429,-177.364,0.01
36263.453,9163.744,0.01,-39919.472,-1517.028,0.01
61237.182,3888.38,0.01,-17725.081,-13768.367,1.0
72771.251,771.28,0.01,-15345.43,-14533.118,10.0
66512.725,1888.563,0.01,-15474.606,-13670.624,5.9
56377.5,1811.07,0.01,-21311.004,-15631.123,1.0
36087.191,18241.375,1.0,-47332.008,-6569.114,0.01
32402.583,16957.938,1.0,-52246.774,-5941.132,0.01
28824.173,10028.796,0.1,-45263.58,-1096.299,0.01
46296.698,6306.122,0.01,-23227.25,-2779.784,0.01
50359.217,3257.918,0.01,-27048.211,-12844.786,0.1
41082.32,1848.655,0.01,-29608.952,-5996.954,0.01
37062.988,5754.333,0.01,-35153.213,-6403.849,0.01
30094.739,15692.436,0.1,-49185.2,-5084.528,0.01
21489.874,12318.632,0.1,-52375.765,-1118.362,0.01
18491.713,4589.878,0.01,-50720.864,-860.343,0.01
36406.36,674.736,0.01,-31331.447,-6482.686,0.01
38493.983,1116.407,0.01,-27226.463,-4111.606,0.01
55718.612,2019.2,0.01,-12636.864,-5184.903,1.0
45904.723,1037.651,0.01,-20800.246,-5767.626,0.01
34308.242,10895.886,0.01,-37363.117,-2204.462,0.01
39802.545,10455.447,0.01,-35864.379,-4569.256,0.01
22802.788,5139.897,0.01,-46403.796,-2099.796,0.01
29642.428,6855.719,0.01,-40027.04,-1976.31,0.01
35841.576,6008.659,0.01,-41783.218,-10783.481,0.01
38738.027,6832.724,0.01,-40666.26,-12165.152,0.01
28944.351,13086.363,0.1,-56733.983,-6647.504,0.01
29939.764,8879.388,0.1,-54469.127,-16073.037,0.01
50294.266,11260.953,0.01,-47915.672,-26484.775,0.1
60484.029,5993.721,0.01,-39919.028,-31681.197,1.5
64410.41,3710.542,0.01,-27880.393,-9230.386,0.01
28076.604,3648.52,0.01,-47977.652,-3132.828,0.01
24099.684,6096.36,0.01,-49054.671,-5754.152,0.01
38511.363,2519.933,0.01,-40097.619,-16134.216,0.01
24501.57,10494.303,0.1,-53240.378,-3681.158,0.01
33479.777,10224.084,0.1,-41695.145,-4261.99,0.01
35292.774,13307.996,0.1,-42603.802,-4296.404,0.01
36248.753,8450.386,0.01,-34490.404,-1955.265,0.01
22461.419,13537.687,0.1,-53968.465,-1300.0,0.01
32156.039,6156.823,0.01,-43853.741,-5488.647,0.01
16020.637,9892.67,0.9,-66591.458,-3841.569,0.01
20131.012,19429.972,11.0,-80467.302,-3067.123,0.01
24390.729,16287.439,2.97,-62003.411,-3624.703,0.01
27776.833,11638.144,0.01,-48309.714,-2810.958,0.01
31005.81,12612.417,0.1,-51116.86,-3090.277,0.01
19318.415,12395.661,0.97,-54789.857,-1106.053,0.01
11912.796,11648.138,20.0,-68294.044,-710.775,0.01
25119.899,14562.502,1.0,-52107.319,-1783.421,0.01
23723.048,11525.095,0.97,-58723.963,-5105.065,0.01
36322.175,25089.582,8.97,-58846.588,-7131.938,0.01
41789.18,2016.033,0.01,-54171.042,-12872.202,0.01
40353.919,321.567,0.01,-49837.858,-13351.751,0.1
53614.198,731.1,0.01,-34299.339,-14106.244,0.97
44329.216,14101.983,0.01,-47114.432,-17102.451,1.0
18699.602,18080.485,17.0,-84277.507,-6428.161,0.01
25201.992,20501.92,19.0,-65142.203,-7994.021,0.01
25988.786,15808.64,1.0,-57010.258,-7507.908,0.01
31803.279,4085.045,0.01,-46771.94,-12243.77,0.01
71707.036,801.01,0.01,-22352.538,-21574.982,9.0
32679.94,20791.798,1.0,-56133.389,-4409.582,0.01
52605.138,492.536,0.01,-29523.254,-12171.395,0.01
51298.913,4562.802,0.01,-21927.649,-6337.08,0.01
32005.037,15530.573,0.1,-46096.075,-4255.343,0.01
29071.752,25537.129,10.0,-71280.369,-5683.058,0.01
31378.609,15473.237,0.01,-53624.363,-6390.273,0.1
52413.978,1754.56,0.01,-20631.553,-9009.143,0.1
43400.109,3489.889,0.01,-32499.364,-3618.037,0.01
39261.57,6191.075,0.01,-42215.024,-4043.497,0.01
35984.474,8374.892,1.0,-37249.324,-5348.521,0.01
17516.171,15105.891,6.0,-58608.602,-225.157,0.01
27635.425,17955.157,1.0,-53795.679,-1159.101,0.01
75092.773,8487.862,0.01,-28299.183,-28170.266,9.1
49388.771,6628.282,0.01,-38704.891,-15197.056,0.1
39009.383,5315.227,0.01,-48146.025,-13759.473,0.1
15951.733,13990.963,4.0,-70970.814,-1224.5,0.01
16928.313,9772.999,25.0,-76940.766,-1370.211,0.01
41230.457,16549.463,0.97,-45469.305,-11908.512,0.01
41253.944,5705.644,0.1,-52558.277,-12498.707,0.01
52023.228,10562.435,2.0,-46876.012,-18689.126,0.01
47181.306,12828.136,0.1,-40808.038,-15808.631,0.01
57150.42,4714.124,0.01,-32904.48,-19308.046,0.9
32001.113,4865.864,0.01,-46819.988,-13189.167,0.01
34982.239,7750.105,0.01,-37777.088,-769.492,0.01
37963.531,10216.552,0.01,-39587.417,-1161.419,0.01
36816.95,15400.876,5.0,-54573.195,-11170.306,0.01
19454.6,14363.131,8.15,-70337.451,-5428.636,0.01
23089.178,7620.449,0.01,-55068.722,-2185.503,0.01
14140.962,13146.672,9.0,-70068.455,-874.503,0.01
33333.507,9380.842,0.97,-51712.195,-10918.209,0.01
25762.582,9639.667,0.97,-52285.172,-8841.527,0.01
