flex_mnozstvi_+,flex_obchod_+,flex_cena_+,flex_mnozstvi_-,flex_obchod_-,flex_cena_-
54599.95,4495.0,0.01,-36490.788,-12365.169,2.97
43702.482,7157.574,0.01,-41460.808,-4317.254,0.01
48106.891,8639.777,0.01,-42957.925,-7723.918,0.01
39463.564,8740.912,2.5,-46888.12,-2235.677,0.01
19170.142,8262.212,2.9,-62552.306,-444.75,0.01
8926.858,5418.517,20.0,-74478.967,-728.001,0.01
8380.351,3285.833,5.0,-88591.817,-58.859,0.01
25254.939,9101.186,2.0,-61609.825,-381.911,0.01
48722.412,5199.958,0.01,-38281.735,-6201.664,0.01
63960.571,1271.357,0.01,-32367.614,-16010.471,10.0
67789.762,800.0,0.01,-25065.13,-11061.99,1.99
33273.855,2592.176,0.01,-49949.1,-7494.952,0.01
19661.211,6263.415,1.0,-62265.404,-2113.77,0.01
42355.565,2133.806,0.01,-39071.924,-3360.176,0.01
43652.795,2321.312,0.01,-36539.757,-2861.758,0.01
32353.893,3694.667,0.01,-50183.995,-2128.909,0.01
30110.787,2661.86,0.01,-50300.697,-2171.634,0.01
35305.174,2094.291,0.01,-44309.723,-1838.367,0.01
35364.28,3571.55,0.01,-45204.745,-2509.437,0.01
37505.99,3892.862,0.01,-43198.158,-3435.962,0.01
76388.816,2272.0,0.01,-14635.397,-12999.316,5.0
83436.974,2260.0,0.01,-21579.883,-20099.72,9.98
53685.605,1653.0,0.01,-27833.349,-7199.193,1.0
45541.633,4444.242,0.01,-36058.029,-3106.205,0.01
52366.071,6833.533,0.01,-36223.83,-6334.543,0.01
36011.129,8360.154,0.1,-47016.53,-1805.6,0.01
28433.122,11205.66,2.97,-57223.477,-2429.0,0.01
38367.487,9422.148,1.0,-47197.303,-520.71,0.01
44571.813,7338.652,0.01,-39144.352,-275.359,0.01
57488.542,6325.577,0.01,-30403.786,-5692.819,0.01
42621.136,5404.509,0.01,-40841.687,-2301.005,0.01
35115.495,7281.805,0.1,-49488.361,-2010.026,0.01
21176.856,9917.046,2.97,-62746.246,-1235.697,0.01
19557.422,8389.474,15.0,-66629.849,-558.364,0.01
46006.609,3482.52,0.01,-37893.347,-5110.056,0.01
49789.224,3243.193,0.01,-30386.085,-1613.339,0.01
37577.279,3232.439,0.01,-43072.949,-1949.017,0.01
41862.114,2347.201,0.01,-37776.243,-1903.689,0.01
38480.557,2225.069,0.01,-44114.161,-4778.053,0.01
34070.775,3271.548,0.01,-46496.516,-4343.519,0.01
35183.042,4242.027,0.1,-47449.378,-5363.77,0.01
52550.795,2146.0,0.01,-33783.618,-8901.113,1.0
56740.622,2001.0,0.01,-26589.413,-5951.021,0.49
41986.969,2458.59,0.01,-37046.068,-3616.535,0.01
55894.785,1864.0,0.01,-24359.342,-3194.744,0.01
61968.04,2175.39,0.01,-21581.21,-6008.917,1.97
49152.994,2793.013,0.01,-29644.327,-2940.351,0.01
60913.012,3024.227,0.01,-17552.285,-2488.844,0.01
43444.318,4010.601,0.01,-37781.766,-4316.355,0.01
44729.812,3892.736,0.01,-36974.566,-2253.795,0.01
40528.911,3231.447,0.01,-42111.124,-2851.202,0.01
41738.335,3107.304,0.01,-38570.069,-1710.904,0.01
42546.911,5092.161,0.01,-39138.866,-757.376,0.01
37996.776,3499.989,0.01,-39886.544,-1230.593,0.01
34330.579,2265.341,0.01,-42623.8,-1494.304,0.01
45250.051,547.739,0.01,-33593.282,-3809.283,0.01
43780.724,328.021,0.01,-33324.085,-3697.849,0.01
25977.564,996.215,0.01,-49557.34,-1667.891,0.01
13096.102,5148.072,1.0,-65818.18,-759.922,0.01
18922.163,2883.566,0.01,-57098.707,-244.953,0.01
16718.654,2257.984,0.01,-59268.359,-593.049,0.01
25406.863,3210.525,0.01,-52143.535,-808.698,0.01
22615.956,3041.63,0.01,-56826.986,-345.0,0.01
36160.044,1269.215,0.01,-48121.029,-6562.924,0.01
29651.79,1030.948,0.01,-52580.8,-1637.98,0.01
22145.226,5010.006,0.1,-58889.054,-379.031,0.01
25449.035,542.118,0.01,-51168.67,-464.979,0.01
13384.08,3309.531,0.01,-63241.193,-152.67,0.01
22934.344,4229.43,0.01,-54628.353,-176.077,0.01
54217.964,928.957,0.01,-25958.761,-3943.835,0.01
63557.244,2319.854,0.01,-20925.521,-7636.236,2.96
36015.796,1288.649,0.01,-44561.52,-3881.752,0.01
35572.311,2195.895,0.01,-43746.204,-1735.256,0.01
19077.809,4076.189,0.01,-62164.302,-1371.504,0.01
13398.245,5394.979,1.0,-70622.645,-24.543,0.01
9295.086,7673.345,15.0,-81986.422,0.0,0.0
23005.82,10843.636,5.0,-61627.463,-38.607,0.01
57856.285,11740.682,0.01,-37955.09,-9020.0,0.01
35267.918,12033.448,0.01,-63305.481,-9643.459,0.01
26522.862,9635.362,0.1,-67543.039,-8777.391,0.01
52071.188,8719.272,0.01,-40611.925,-10924.539,0.01
68915.596,9797.291,0.01,-29488.67,-13092.522,0.97
39102.925,15647.366,0.99,-55400.515,-5179.039,0.01
45282.343,16228.702,0.01,-53100.77,-3603.116,0.01
55799.466,12239.091,0.01,-39661.956,-7210.344,0.01
54979.571,10982.594,0.01,-36394.26,-7677.196,0.01
31535.665,8577.646,0.01,-54184.974,-2187.242,0.01
17828.155,5602.608,1.0,-63743.733,-110.626,0.01
5013.812,4038.897,9.95,-81958.677,-117.363,0.01
30895.053,6276.462,0.01,-48777.12,0.0,0.0
41749.866,5430.738,0.01,-42258.018,-1060.311,0.01
36211.768,12356.352,0.99,-51436.89,-762.721,0.01
46640.635,9156.308,0.01,-38860.037,-971.367,0.01
40602.252,7069.692,0.01,-47213.392,-5215.0,0.01
32620.287,4646.497,0.01,-47589.988,-299.607,0.01
29067.492,4708.155,0.01,-51708.073,-1429.249,0.01
32326.991,3706.034,0.01,-48138.602,-2886.0,0.01
50847.414,2250.415,0.01,-28628.297,-3793.279,0.01
55073.587,2060.291,0.01,-22944.382,-2983.359,0.01
41550.355,4752.056,0.01,-41449.902,-2284.913,0.01
29073.354,3050.623,0.01,-49032.491,-1966.479,0.01
31860.131,2643.378,0.1,-48124.22,-2234.22,0.01
12724.642,3488.262,15.0,-69956.708,-1905.959,0.01
14771.183,3148.514,20.0,-70284.366,-1987.214,0.01
25845.784,1360.13,0.01,-51890.085,-1824.167,0.01
40395.592,48.31,0.01,-40499.159,-5755.906,0.01
33375.494,4606.091,0.01,-46984.594,-2265.24,0.01
39173.97,522.782,0.01,-39697.32,-1238.87,0.01
38425.669,322.705,0.01,-41590.693,-4285.13,0.01
34469.22,3556.091,0.01,-47491.77,-5437.061,0.01
32982.206,9152.141,0.01,-50757.415,-4089.131,0.01
30026.389,7545.835,0.9,-50755.721,-153.227,0.01
44896.177,6541.875,0.01,-34572.459,-0.502,0.01
32041.078,5450.597,0.01,-46550.852,-255.781,0.01
25160.948,7876.141,0.01,-55733.507,0.0,0.0
24005.427,5471.945,0.01,-57178.778,0.0,0.0
10211.672,5138.787,20.0,-73906.906,0.0,0.0
17360.121,13206.471,25.0,-74058.158,-4159.16,0.01
47469.581,2933.273,0.01,-33743.047,-2675.918,0.01
40339.633,2785.53,0.01,-45380.371,-6552.65,0.01
33858.095,3231.696,0.01,-49181.189,-4332.025,0.01
57810.889,1030.986,0.01,-26840.724,-7880.962,0.9
42101.405,1573.107,0.01,-37087.395,-2185.684,0.01
32621.612,2197.453,0.01,-43655.906,-1022.563,0.01
22059.149,4289.191,0.1,-56287.024,-1036.413,0.01
22997.828,8722.023,0.1,-60057.966,-454.141,0.01
54157.635,698.428,0.01,-26570.157,-4558.93,0.01
70976.896,0.0,0.0,-16434.08,-11049.432,15.0
41791.396,71.764,0.01,-33245.552,-2147.502,0.01
36479.371,516.835,0.01,-42945.866,-2011.565,0.01
35380.113,1569.687,0.01,-40060.177,-936.187,0.01
46139.867,2489.437,0.01,-30482.383,-816.227,0.01
49989.208,650.0,0.01,-30927.646,-1330.319,0.01
45102.232,2776.422,0.01,-35236.186,-1410.221,0.01
43484.478,7896.562,0.1,-41811.927,-109.348,0.01
42689.801,4100.014,0.01,-39378.18,-843.942,0.01
45924.594,8078.438,0.01,-42288.521,-1980.1,0.01
46527.222,10530.697,0.5,-46026.834,-2798.453,0.01
45937.263,2674.925,0.1,-58308.689,-5248.531,0.01
84414.931,214.9,0.01,-9932.401,-7914.97,10.0
93596.211,208.5,0.01,-12436.013,-7800.381,25.0
87312.03,3787.958,0.01,-23187.423,-15981.91,15.0
96190.338,3569.624,0.01,-38410.411,-28818.902,50.0
73526.558,179.923,0.01,-52223.685,-35442.253,25.0
57698.599,1555.076,0.01,-42114.013,-14494.921,1.0
46840.781,1579.637,0.1,-63735.725,-20946.3,0.1
60874.142,3168.735,0.01,-53900.288,-25607.57,2.0
42615.456,13569.656,0.1,-62987.367,-16266.589,2.97
40603.867,7448.898,0.01,-61379.614,-18130.326,1.0
48043.189,8302.562,0.01,-52054.627,-18641.096,1.0
57423.278,7018.964,0.01,-43601.196,-21075.561,1.98
42271.603,6650.526,0.01,-56271.903,-16894.179,0.9
26034.619,19030.085,10.0,-93308.329,-10455.814,0.01
34343.03,19130.65,20.0,-66005.218,-6107.216,0.01
29462.258,2013.48,0.01,-63153.124,-7472.006,0.01
47041.557,3605.038,0.01,-46882.455,-8803.275,0.1
25542.348,7234.562,0.01,-65575.091,-5434.844,0.01
26420.772,9585.128,0.1,-66818.172,-6905.867,0.01
39068.28,6693.476,0.01,-51561.099,-10104.245,0.1
50254.111,2502.068,0.01,-48246.096,-13686.828,1.0
50975.101,1400.573,0.01,-47112.979,-16704.918,2.0
50113.349,6658.555,0.01,-45365.306,-12079.175,0.01
59060.001,4195.685,0.01,-36756.005,-15243.02,0.9
49195.457,5469.778,0.01,-48847.325,-17381.693,0.1
62382.809,743.357,0.01,-36402.495,-18703.864,1.97
60991.124,2685.83,0.01,-41276.512,-17695.701,1.97
58556.014,4867.499,0.01,-42557.21,-13702.835,0.5
76375.392,209.08,0.01,-21914.387,-11098.565,25.0
63990.862,31.998,0.01,-23031.373,-9196.029,0.01
49567.164,5078.802,0.01,-39907.052,-8328.059,0.01
62091.329,8612.858,0.01,-33224.352,-8790.345,0.01
27669.653,13274.66,1.0,-72512.107,-7598.413,0.01
15117.512,14562.26,20.0,-85356.14,-6675.096,0.01
53093.18,2968.097,0.01,-37756.001,-8281.29,0.01
43589.634,249.729,0.01,-43763.909,-13096.977,1.0
23270.713,6350.014,0.05,-72241.526,-8632.241,0.01
31514.018,5842.354,1.97,-56395.954,-8043.675,0.01
45945.707,4235.785,0.01,-39943.289,-7682.522,0.01
65643.45,778.932,0.01,-28108.455,-10815.038,20.0
38157.404,574.02,0.01,-46934.523,-8027.488,0.01
34820.994,11233.662,0.01,-57164.364,-6877.835,0.01
37089.633,9970.183,0.1,-53479.556,-6371.925,0.01
34975.917,3542.602,0.01,-46838.975,-5163.235,0.01
33579.704,1750.902,0.01,-48991.248,-7020.196,0.01
28427.052,1988.97,0.01,-51426.941,-4171.896,0.01
56209.51,1181.747,0.01,-30914.552,-12777.774,1.97
47924.448,1713.837,0.01,-36437.011,-9590.812,0.1
32486.055,1462.95,0.01,-48948.923,-7051.428,0.01
54556.553,1617.57,0.01,-29874.572,-9740.562,1.0
46789.96,1352.963,0.01,-36586.646,-4299.502,0.01
26366.196,2226.786,0.01,-57150.576,-3188.61,0.01
25439.227,2624.767,0.01,-57083.605,-5592.647,0.01
37868.034,2038.557,0.01,-47476.072,-10293.678,0.1
44551.187,1802.206,0.01,-45574.824,-14778.81,0.2
34018.177,3171.802,0.01,-51977.177,-9789.821,0.01
27380.566,4929.196,0.05,-53760.829,-3226.963,0.01
41532.063,1831.762,0.01,-41988.534,-8028.159,0.01
42322.111,1930.902,0.01,-41407.441,-8711.338,0.1
41265.947,1676.611,0.01,-42688.093,-9152.193,0.1
36684.448,1433.926,0.01,-43832.9,-6118.239,0.01
33606.141,5062.329,0.97,-50801.606,-3208.397,0.01
25683.663,11533.378,0.9,-61899.565,-2973.718,0.01
22876.412,13078.03,0.5,-68245.663,-3154.251,0.01
29372.631,8952.81,0.01,-57565.098,-3180.285,0.01
25688.139,7810.458,0.01,-58611.459,-3237.337,0.01
27945.524,6132.112,0.01,-54399.185,-3273.15,0.01
38714.05,4508.077,0.01,-42772.199,-3310.465,0.01
34909.793,5429.194,0.01,-46575.953,-3147.501,0.01
32912.15,9011.724,0.1,-52851.944,-3122.607,0.01
29301.58,16216.401,1.97,-62989.077,-3207.593,0.01
34845.486,12870.954,0.1,-54872.047,-3277.166,0.01
48654.513,8676.469,0.01,-36194.204,-3332.922,0.01
44449.439,1897.738,0.01,-36664.787,-3428.593,0.01
48254.581,3545.558,0.01,-34964.943,-6812.684,0.01
41665.774,1526.439,0.01,-39983.643,-6225.58,0.01
36627.199,1507.257,0.01,-42745.398,-3568.584,0.01
33480.211,1077.798,0.01,-44685.08,-4348.858,0.01
33949.511,872.547,0.01,-44599.546,-4819.615,0.01
36950.522,480.0,0.01,-40730.177,-4340.154,0.01
54677.348,1503.147,0.01,-26224.413,-5419.314,0.05
57644.873,1071.123,0.01,-22774.18,-6149.913,1.97
51361.613,590.0,0.01,-28297.77,-6160.184,0.01
36388.951,3319.942,0.01,-43619.991,-3527.858,0.01
38623.304,10484.08,0.1,-48966.85,-3287.315,0.01
43817.633,12599.068,0.09,-47633.485,-2962.88,0.01
51612.289,6561.54,0.01,-31982.922,-3997.872,0.01
60675.392,564.684,0.01,-19995.772,-6810.04,1.0
63597.834,41.654,0.01,-21354.123,-9393.052,1.9
46333.198,723.899,0.01,-36079.504,-8167.841,0.01
47147.511,1258.21,0.01,-38678.494,-11658.208,0.09
63501.74,624.342,0.01,-33474.023,-11454.36,1.0
68840.638,791.498,0.01,-27502.978,-18561.241,15.0
52351.258,542.385,0.01,-27678.497,-4940.248,0.1
51770.556,672.791,0.01,-34351.985,-12466.537,1.0
46077.702,2147.039,0.01,-33504.048,-3667.837,0.01
32538.979,6739.951,0.05,-50786.948,-2298.448,0.01
28168.302,11417.615,0.1,-62996.426,-2802.716,0.01
38027.668,10522.118,0.05,-49560.659,-4063.605,0.01
41969.316,9197.153,0.05,-42496.365,-2149.492,0.01
47837.133,816.573,0.01,-38258.539,-4029.634,0.01
55074.726,1527.952,0.01,-30785.253,-8914.463,0.1
63286.441,0.0,0.0,-22973.776,-10964.147,1.0
48749.737,239.02,0.01,-34191.549,-9624.075,1.0
28640.608,5282.097,0.1,-58838.866,-2180.03,0.01
36362.422,10839.564,1.0,-50116.372,-2471.375,0.01
42040.368,10740.641,1.0,-46331.469,-2216.301,0.01
50612.143,5007.361,0.01,-32004.142,-4484.657,0.01
48461.104,264.597,0.01,-33605.414,-3519.822,0.01
48921.112,251.205,0.01,-28639.712,-4228.731,0.01
40066.844,7417.087,0.01,-43727.649,-2069.162,0.01
35150.887,3164.332,0.01,-43209.876,-2030.713,0.01
43979.083,1200.988,0.01,-33742.216,-3285.363,0.01
53615.057,296.032,0.01,-28562.424,-8589.978,0.1
47466.287,247.372,0.01,-30877.324,-4933.612,0.01
50556.022,1267.971,0.01,-30787.156,-6951.376,0.1
48927.845,127.086,0.01,-31155.405,-4882.015,0.01
45177.112,149.25,0.01,-40089.321,-10967.61,1.0
47357.393,124.014,0.02,-42591.647,-3139.053,1.98
48317.552,1221.647,0.01,-33479.443,-5146.967,0.01
54550.354,4844.652,0.01,-29218.127,-3470.873,0.01
55343.901,970.627,0.01,-24183.133,-5308.688,0.1
59554.559,2.028,0.01,-26759.825,-13145.492,1.97
48777.104,0.0,0.0,-32024.313,-7618.094,0.1
40832.671,4415.6,0.01,-41953.441,-5179.436,0.01
36682.879,139.687,0.01,-43440.471,-6544.617,0.01
48328.441,1751.514,0.01,-43185.119,-13766.189,0.1
61696.878,0.0,0.0,-28633.008,-13845.547,1.95
66079.256,8.405,0.01,-28337.166,-16555.116,7.5
59073.233,731.311,0.01,-32500.902,-10476.715,15.0
40017.618,1362.27,0.01,-38638.932,-1881.438,0.01
30251.535,1631.639,0.01,-50762.098,-6229.675,0.01
22827.11,4368.719,0.1,-60152.849,-5326.64,0.01
27495.161,2957.09,0.01,-51148.82,-1946.126,0.01
49953.247,1080.0,0.01,-30952.334,-4152.03,0.01
52100.39,3959.142,0.01,-33348.266,-5792.459,0.01
53517.77,1864.087,0.01,-32425.663,-7600.019,0.01
51983.141,1572.46,0.01,-27310.198,-4258.33,0.01
47520.022,2036.016,0.01,-33113.379,-5097.117,0.01
47473.604,2588.356,0.01,-38182.372,-898.456,0.01
62269.511,1621.836,0.01,-25534.329,-9840.749,0.1
47912.809,2996.725,0.01,-34526.552,-3582.856,0.01
40887.26,8441.961,0.01,-45979.891,-2603.433,0.01
52862.479,900.0,0.01,-32608.326,-8977.158,0.1
63719.166,993.09,0.01,-27124.751,-5445.498,25.0
31285.414,891.287,0.01,-46020.374,-3104.278,0.01
20866.777,8568.743,1.0,-66920.274,-2028.654,0.01
31706.821,7010.067,0.1,-57893.76,-6282.446,0.01
40503.914,835.348,0.01,-44031.949,-7280.935,0.01
42938.499,514.169,0.01,-41889.731,-7390.2,0.1
52419.566,360.0,0.01,-32191.634,-8611.071,0.1
45984.198,290.431,0.01,-34364.409,-4389.348,0.01
34962.886,561.264,0.01,-43247.272,-4256.7,0.01
18492.818,4347.434,0.5,-59492.075,-83.313,0.01
34623.713,2971.638,0.01,-47305.019,-2342.731,0.01
43937.576,981.945,0.01,-40824.2,-7338.541,0.01
52734.751,757.357,0.01,-39068.746,-13287.297,4.0
48011.133,1051.301,0.01,-37609.21,-8068.872,0.1
40540.342,4642.618,0.01,-40760.136,-643.095,0.01
33584.449,7617.937,0.99,-51050.136,-19.224,0.01
32634.588,9127.344,0.02,-50360.482,-74.291,0.01
38750.429,7997.8,0.01,-45982.699,-21.375,0.01
40609.42,3688.283,0.01,-39641.232,-117.773,0.01
46748.712,2503.797,0.01,-36037.531,-3890.673,0.01
43757.288,2731.998,0.01,-36353.773,-965.383,0.01
49419.851,2043.048,0.01,-34102.014,-5803.94,0.01
42804.067,2580.068,0.01,-39114.304,-4703.338,0.01
33032.306,2410.342,0.01,-44203.322,-1726.283,0.01
42273.948,1855.391,0.01,-36803.615,-728.395,0.01
46151.418,2229.595,0.01,-36091.311,-3872.989,0.01
49071.051,2926.299,0.01,-38570.967,-3566.078,0.01
40033.76,12919.016,1.0,-49505.951,-794.503,0.01
46203.609,5581.094,0.01,-37120.878,-2058.863,0.01
34030.499,6026.875,0.01,-46373.88,-915.275,0.01
31684.548,7282.008,0.08,-49993.713,-806.97,0.01
46334.559,4349.44,0.01,-40557.55,-2612.331,0.01
57559.138,4907.325,0.01,-33551.678,-9108.692,0.01
64310.54,1855.298,0.01,-26624.274,-12522.616,0.96
62182.892,1818.671,0.01,-25969.508,-9766.32,0.09
58105.953,1953.28,0.01,-29397.794,-8658.754,0.1
40074.249,3191.785,0.01,-41595.733,-5055.97,0.01
34678.908,10343.015,0.1,-53661.944,-4467.381,0.01
47228.664,5842.719,0.01,-41219.696,-2107.098,0.01
55501.834,2727.606,0.01,-32007.159,-8187.298,0.01
52866.904,2856.571,0.01,-30060.149,-3457.69,0.01
51149.325,5763.162,0.01,-33676.706,-2386.251,0.01
52083.592,3730.853,0.01,-32479.844,-2961.928,0.01
26475.404,4692.611,0.01,-53402.963,-1392.853,0.01
17181.603,5440.449,0.01,-63022.581,-356.925,0.01
25265.545,8417.121,0.47,-61813.221,-1821.259,0.01
48941.755,6912.784,0.01,-44844.442,-9980.266,0.01
45627.218,3152.399,0.01,-42570.566,-8098.93,0.01
46982.013,3347.214,0.01,-42480.66,-9187.403,0.01
43458.666,3474.607,0.01,-41319.056,-5086.3,0.01
29984.406,5522.091,0.01,-50691.974,-1258.686,0.01
25947.937,6143.101,0.01,-54254.347,-256.381,0.01
26520.929,10353.497,1.0,-60116.138,-269.777,0.01
23934.946,7989.111,0.1,-59877.362,-283.848,0.01
43904.929,6432.551,0.01,-50775.263,-10400.181,0.01
52533.039,5049.446,0.01,-48935.642,-19376.077,1.0
27216.461,8095.858,0.97,-57554.716,-543.598,0.01
23998.99,14988.422,1.0,-65433.933,-342.02,0.01
23907.491,13549.401,25.0,-68296.54,-358.852,0.01
26643.573,10919.539,5.0,-60434.509,-374.214,0.01
33819.266,5252.972,0.01,-50380.129,-3010.701,0.01
51116.476,3923.274,0.01,-44428.701,-5626.485,0.01
55509.285,1438.811,0.01,-35034.393,-13156.204,0.1
57577.029,893.355,0.01,-36200.699,-16923.661,0.1
38298.009,2692.011,0.01,-54796.149,-16746.178,0.01
24837.619,5970.769,0.1,-68791.582,-13994.644,0.01
30689.808,3665.333,0.01,-56979.658,-10050.685,0.01
59146.493,2650.744,0.01,-31924.873,-12213.129,0.97
77339.867,2519.945,0.01,-12376.259,-6495.483,30.0
63252.979,2573.23,0.01,-21963.588,-8975.304,0.1
46914.513,3884.058,0.01,-37793.918,-6964.48,0.01
48458.525,5402.859,0.01,-35718.797,-4922.482,0.01
59975.523,4388.088,0.01,-35562.753,-12603.575,0.5
71432.477,5782.012,0.01,-25989.6,-16247.613,0.97
74224.983,2839.261,0.01,-19394.861,-16014.801,1.0
65387.603,2919.561,0.01,-24068.688,-11120.765,1.0
56342.265,2640.832,0.01,-31988.44,-9332.966,0.45
44613.889,3150.627,0.01,-39890.314,-6299.795,0.01
33796.61,10959.701,0.1,-52632.752,-1811.713,0.01
25230.467,13055.818,0.96,-67089.674,-1303.401,0.01
35598.959,3501.434,0.01,-50163.763,-5896.618,0.01
64088.464,648.596,0.01,-28205.824,-15717.062,0.97
27801.517,641.675,0.01,-54681.118,-5235.906,0.01
20054.944,10565.621,0.97,-68676.371,-1246.652,0.01
25095.429,17107.034,5.0,-70004.483,-972.401,0.01
27633.503,19826.492,1.0,-66828.781,-921.002,0.01
22232.846,19365.073,9.95,-72536.705,-450.0,0.01
30440.856,21353.523,4.9,-67507.13,-6206.237,0.01
30516.415,8040.742,0.01,-60856.035,-425.654,0.01
42396.517,3808.825,0.01,-40808.014,-3213.455,0.01
45043.316,3264.092,0.01,-39876.394,-4073.827,0.01
56552.836,837.735,0.01,-28656.89,-4617.107,0.01
56310.419,1435.722,0.01,-35295.787,-12691.249,0.1
52384.195,2209.144,0.01,-32049.182,-8407.616,0.01
66263.045,1022.537,0.01,-28248.658,-14776.547,10.0
39415.646,4381.963,0.01,-42632.407,-4016.104,0.01
50198.269,1280.932,0.01,-30700.496,-4021.481,0.01
47019.753,1791.041,0.01,-35372.594,-4593.381,0.01
46559.601,4713.595,0.01,-38420.255,-3768.105,0.01
40062.681,14031.968,0.1,-50859.494,-1516.459,0.01
52617.981,13783.368,0.01,-37910.383,-3043.232,0.01
51025.945,2580.694,0.01,-35606.209,-8292.276,0.97
43402.393,11413.169,0.01,-47553.54,-5357.404,0.01
64426.913,17984.146,0.1,-46415.642,-7103.24,0.09
35215.262,23012.005,15.0,-72944.606,-4464.34,0.01
44311.455,12166.107,0.01,-48358.437,-3458.862,0.01
41790.545,3012.95,0.01,-40877.39,-4576.398,0.01
23591.395,6661.733,0.01,-60931.246,-4334.037,0.01
35258.069,6400.306,0.01,-49347.435,-1577.586,0.01
35101.619,5464.688,0.01,-48184.892,-1928.597,0.01
39278.926,9341.073,0.01,-53598.716,-1847.561,0.01
41437.494,2659.233,0.01,-44300.6,-7109.725,0.01
49597.312,2242.895,0.01,-36729.518,-7115.331,0.01
41607.406,4007.562,0.01,-40920.274,-5007.017,0.01
54736.281,4730.146,0.01,-31122.349,-7513.673,0.01
50034.794,4101.827,0.01,-33726.119,-3262.461,0.01
37673.488,12518.891,0.1,-52439.324,-1553.83,0.01
32741.479,5556.602,0.01,-50145.055,-1345.736,0.01
38516.556,5175.63,0.01,-45960.76,-3228.783,0.01
43921.329,4028.566,0.01,-40969.531,-4962.511,0.01
48880.526,3088.223,0.01,-39312.579,-11455.734,0.5
46139.959,1256.579,0.01,-38959.357,-7575.055,0.01
51276.523,8775.212,0.01,-44980.564,-11496.863,1.97
48604.366,4220.968,0.01,-40520.592,-8937.758,0.01
58291.635,875.537,0.01,-29619.177,-10370.075,1.45
71067.815,0.0,0.0,-26280.153,-19280.001,1.0
69613.772,559.504,0.01,-35928.977,-23968.934,4.9
48175.833,2953.023,0.01,-50118.791,-15082.737,0.01
26424.61,8237.914,10.0,-59707.003,-484.902,0.01
38025.922,6855.278,0.1,-59090.465,-343.906,0.01
46533.362,3958.894,0.01,-36155.994,-2668.458,0.01
67528.81,689.226,0.01,-28180.244,-18844.398,0.7
67077.491,0.0,0.0,-23682.851,-15120.64,1.0
72862.557,0.316,0.01,-19403.055,-13330.962,9.5
66507.566,216.302,0.01,-23458.674,-14031.514,1.0
50577.796,18426.808,0.1,-46377.836,-4750.212,0.01
52214.267,620.213,0.01,-40717.284,-4599.183,0.01
55650.987,2757.353,0.01,-27029.767,-3927.186,0.01
53233.631,1166.584,0.01,-32376.335,-8062.877,0.01
46069.206,592.136,0.01,-40505.65,-8190.556,0.01
34828.967,1852.23,0.01,-49656.914,-6587.336,0.01
30550.121,18398.825,1.0,-66335.859,-4429.618,0.01
21040.287,20975.169,30.0,-99631.511,-1666.745,0.01
36865.12,8323.483,0.1,-57641.927,-2889.971,0.01
55171.401,4555.137,0.01,-43154.893,-16489.306,0.1
51717.142,4112.576,0.01,-41849.993,-3643.121,0.01
49491.216,4551.622,0.01,-47086.129,-15300.662,0.1
53292.296,6635.28,0.01,-51647.15,-21172.799,0.9
40995.97,6446.726,0.1,-61681.111,-20350.513,0.1
32357.898,6085.291,0.1,-54772.359,-6010.224,0.01
38069.62,4242.638,0.1,-58739.707,-15081.312,0.01
33798.883,1184.763,0.01,-56113.744,-12424.445,0.09
36841.21,3165.778,0.01,-45821.4,-3241.539,0.01
54817.872,951.575,0.01,-35070.158,-12714.042,0.14
43893.121,1748.332,0.01,-42614.864,-7909.462,0.01
31424.113,7665.632,0.01,-53019.981,-2812.308,0.01
25310.276,8903.787,0.1,-60126.174,-2362.456,0.01
34992.569,12305.309,0.1,-54862.753,-3284.855,0.01
35460.995,14382.615,0.01,-56898.665,-3798.611,0.01
31226.19,10027.247,0.01,-71305.988,-3891.446,0.01
22701.204,15083.93,1.0,-70540.162,-1793.687,0.01
20824.717,16397.373,2.95,-78429.877,-767.803,0.01
27818.273,12983.943,0.95,-59384.493,-349.954,0.01
16883.681,8701.848,0.94,-71314.829,-143.68,0.01
16730.204,11249.772,20.0,-92673.027,-4680.315,0.01
18661.66,16545.385,80.0,-79247.256,0.0,0.0
53086.134,5529.95,0.01,-19204.784,-4966.467,0.01
81172.648,660.367,0.01,-4412.618,-3545.034,50.1
38393.989,2789.076,0.01,-24786.162,-1797.666,0.01
25309.873,11093.031,0.1,-46020.662,-2181.049,0.01
37352.705,5352.537,0.01,-40973.258,-11627.479,0.15
48010.557,6750.015,0.01,-35303.852,-17093.455,1.0
24828.526,5961.783,0.01,-42515.759,-1539.5,0.01
24154.473,4201.424,0.01,-49222.778,-8110.478,0.01
25263.457,6938.579,0.01,-46794.284,-4641.63,0.01
23636.397,6704.462,0.01,-43518.958,-983.598,0.01
13678.134,5459.704,2.0,-50990.161,-988.891,0.01
18728.498,18694.358,10.0,-59565.95,-1283.907,0.01
39404.32,7890.261,0.01,-33067.148,-5232.419,0.01
27720.575,5451.774,0.01,-43002.503,-5632.662,0.01
26479.143,10793.936,0.1,-50541.589,-811.08,0.01
9017.318,8305.726,23.0,-70654.375,-1088.725,0.01
31191.464,4687.166,0.01,-38083.92,-3425.871,0.01
16988.858,3384.304,0.01,-47518.211,-1533.088,0.01
16975.568,11674.336,3.0,-68646.875,-4023.082,0.01
45421.518,5158.457,0.01,-35795.942,-15500.579,0.1
